title,year,director,image,excerpt
the adventures of robin hood,1938,,https://upload.wikimedia.org/wikipedia/commons/f/f7/The_Adventures_of_Robin_Hood_%281938_poster%29.jpg,"The Adventures of Robin Hood is a 1938 American epic swashbuckler film from Warner Bros. Pictures. It was produced by Hal B. Wallis and Henry Blanke, directed by Michael Curtiz and William Keighley, and written by Norman Reilly Raine and Seton I. Miller."
mr. smith goes to washington,1939,,https://upload.wikimedia.org/wikipedia/commons/8/88/Mr._Smith_Goes_to_Washington_%281939_poster%29.jpg,"Mr. Smith Goes to Washington is a 1939 American political comedy-drama film directed by Frank Capra, starring Jean Arthur and James Stewart, and featuring Claude Rains and Edward Arnold. The film is about a naive, newly appointed United States senator who fights against government corruption, and was written by Sidney Buchman, based on Lewis R. Foster's unpublished story ""The Gentleman from Montana"". It was loosely based on the life of Montana US Senator Burton K. Wheeler, who underwent a similar experience when he was investigating the Warren G. Harding administration's Teapot Dome scandal."
stagecoach,1939,,https://upload.wikimedia.org/wikipedia/commons/0/00/Stagecoach_%281939_poster%29.jpg,"Stagecoach is a 1939 American Western film directed by John Ford and starring Claire Trevor and John Wayne. The screenplay by Dudley Nichols is an adaptation of ""The Stage to Lordsburg"", a 1937 short story by Ernest Haycox. The film follows an eclectic group of travelers riding on a stagecoach through dangerous Apache territory."
"goodbye, mr. chips",1939,,https://upload.wikimedia.org/wikipedia/en/c/ce/Goodbye%2C_Mr._Chips_%281939_film%29_poster.jpg,"Goodbye, Mr. Chips is a 1939 romantic drama film starring Robert Donat and Greer Garson, and directed by Sam Wood. Based on the 1934 novella of the same name by James Hilton, the film is about Mr. Chipping, a beloved aged school teacher and former headmaster of a boarding school, who recalls his career and his personal life over the decades. Produced for the British division of MGM at Denham Studios, the film was dedicated to Irving Thalberg, who died on 14 September 1936. At the 12th Academy Awards, it was nominated for seven awards, including Best Picture, and Donat, for his performance as Mr. Chipping, won the award for Best Actor."
ninotchka,1939,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ninotchka_%281939_poster_-_Style_D%29.jpg,"Ninotchka is a 1939 American romantic comedy film made by Metro-Goldwyn-Mayer, produced and directed by Ernst Lubitsch and stars Greta Garbo and Melvyn Douglas. The film was written by Billy Wilder, Charles Brackett and Walter Reisch, based on a story by Melchior Lengyel. Ninotchka marked the first comedy role for Garbo, and her penultimate film; she received her fourth and final Academy Award nomination for Best Actress."
gone with the wind,1939,,https://upload.wikimedia.org/wikipedia/commons/2/27/Poster_-_Gone_With_the_Wind_01.jpg,"Gone with the Wind is a 1939 American epic historical romance film adapted from the 1936 novel by Margaret Mitchell. It was produced by David O. Selznick of Selznick International Pictures and directed by Victor Fleming. Set in the American South during the Civil War and Reconstruction, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, following her romantic pursuit of Ashley Wilkes, who is married to his cousin Melanie Hamilton, and her subsequent marriage to Rhett Butler."
the wizard of oz,1939,,https://upload.wikimedia.org/wikipedia/commons/6/69/Wizard_of_oz_movie_poster.jpg,"The Wizard of Oz is a 1939 American musical fantasy film produced by Metro-Goldwyn-Mayer. Based on the 1900 novel The Wonderful Wizard of Oz by L. Frank Baum, it was primarily directed by Victor Fleming, who left production to take over the troubled Gone with the Wind. The screenplay is credited to Noel Langley, Florence Ryerson, and Edgar Allan Woolf, but includes contributions from other writers. The film stars Judy Garland, Frank Morgan, Ray Bolger, Jack Haley, Bert Lahr, Billie Burke, and Margaret Hamilton. The music was composed by Harold Arlen and adapted by Herbert Stothart, with lyrics by Edgar ""Yip"" Harburg."
rebecca,1940,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Rebecca_%281939_poster%29.jpeg,"Rebecca is a 1940 American romantic psychological thriller film directed by Alfred Hitchcock. It was Hitchcock's first American project, and his first film under contract with producer David O. Selznick. The screenplay by Robert E. Sherwood and Joan Harrison, and adaptation by Philip MacDonald and Michael Hogan, were based on the 1938 novel of the same name by Daphne du Maurier."
the shop around the corner,1940,,https://upload.wikimedia.org/wikipedia/commons/7/70/The_Shop_Around_the_Corner_%281940_poster_-_Style_C%29.jpg,"The Shop Around the Corner is a 1940 American romantic comedy-drama film produced and directed by Ernst Lubitsch starring Margaret Sullavan, James Stewart, Frank Morgan, and Joseph Schildkraut. The screenplay by Samson Raphaelson is based on the 1937 Hungarian play Parfumerie by Miklós László."
his girl friday,1940,,https://upload.wikimedia.org/wikipedia/commons/2/21/His_Girl_Friday_%281940_poster%29_crop.jpg,"His Girl Friday is a 1940 American screwball comedy film directed by Howard Hawks, starring Cary Grant and Rosalind Russell and featuring Ralph Bellamy and Gene Lockhart. It was released by Columbia Pictures. The plot centers on a newspaper editor named Walter Burns who is about to lose his ace reporter and ex-wife, Hildy Johnson, newly engaged to another man. Burns suggests they cover one more story together, getting themselves entangled in the case of murderer Earl Williams as Burns desperately tries to win back his wife. The screenplay was adapted from the 1928 play The Front Page by Ben Hecht and Charles MacArthur. This was the second time the play had been adapted for the screen, the first occasion being the 1931 film which kept the original title The Front Page."
the philadelphia story,1940,,https://upload.wikimedia.org/wikipedia/commons/5/54/The-Philadelphia-Story-%281940%29.jpg,"The Philadelphia Story is a 1940 American romantic comedy film starring Cary Grant, Katharine Hepburn, James Stewart and Ruth Hussey. Directed by George Cukor, the film is based on the 1939 Broadway play of the same name by Philip Barry about a socialite whose wedding plans are complicated by the simultaneous arrival of her ex-husband and a tabloid magazine journalist. The socialite, played by Hepburn in both productions, was inspired by Helen Hope Montgomery Scott (1904–1995), a Philadelphia heiress who had married Barry's friend."
the great dictator,1940,,https://upload.wikimedia.org/wikipedia/commons/9/9d/The_Great_Dictator_%281940%29_poster.jpg,"The Great Dictator is a 1940 American political satire black comedy film written, directed, produced by, and starring Charlie Chaplin. Having been the only major Hollywood filmmaker to continue to make silent films well into the period of sound films, Chaplin made this his first true sound film."
the grapes of wrath,1940,,https://upload.wikimedia.org/wikipedia/commons/c/c1/The_Grapes_of_Wrath_%281940_poster%29.jpg,The Grapes of Wrath is a 1940 American drama film directed by John Ford. It was based on John Steinbeck's 1939 Pulitzer Prize-winning novel of the same name. The screenplay was written by Nunnally Johnson and the executive producer was Darryl F. Zanuck.
the thief of bagdad,1940,,https://upload.wikimedia.org/wikipedia/en/1/16/Thief_Of_Bagdad_%281940%29.jpg,"The Thief of Bagdad is a 1940 British Technicolor historical fantasy film, produced by Alexander Korda and directed by Michael Powell, Ludwig Berger and Tim Whelan, with additional contributions by William Cameron Menzies and Korda brothers Vincent and Zoltán. The film stars Conrad Veidt, Indian-born teen actor Sabu, June Duprez, John Justin, and Rex Ingram. It was released in the US and the UK by United Artists."
sullivans travels,1941,,,
meet john doe,1941,,https://upload.wikimedia.org/wikipedia/commons/3/38/Poster_-_Meet_John_Doe_01.jpg,"Meet John Doe is a 1941 American comedy-drama film directed and produced by Frank Capra, written by Robert Riskin, and starring Gary Cooper, Barbara Stanwyck, Edward Arnold, Walter Brennan, Spring Byington, James Gleason, and Gene Lockhart. The film is about a ""grassroots"" political campaign created unwittingly by a newspaper columnist with the involvement of a hired homeless man and pursued by the paper's wealthy owner."
sergeant york,1941,,https://upload.wikimedia.org/wikipedia/commons/5/56/Sergeant_York_%281941_poster%29.jpg,"Sergeant York is a 1941 American biographical film about the life of Alvin C. York, one of the most decorated American soldiers of World War I. Directed by Howard Hawks, the film stars Gary Cooper in the title role, and was based on York's diary Sergeant York: His Own Life Story and War Diary, as edited by Tom Skeyhill, and adapted by Harry Chandlee, Abem Finkel, John Huston, Howard E. Koch, and Sam Cowan (uncredited). York refused, several times, to authorize a film version of his life story, but finally yielded to persistent efforts to finance the creation of an interdenominational Bible school. The story that York insisted on Cooper for the title role comes from a telegram that producer Jesse L. Lasky wrote to Cooper pleading with him to accept the part, to which he signed York's name."
suspicion,1941,,https://upload.wikimedia.org/wikipedia/commons/8/88/Suspicion_%281941_poster%29.jpg,"Suspicion is a 1941 American romantic psychological thriller film noir directed by Alfred Hitchcock, and starring Cary Grant and Joan Fontaine as a married couple. It also features Sir Cedric Hardwicke, Nigel Bruce, Dame May Whitty, Isabel Jeans, Heather Angel, and Leo G. Carroll. The film was inspired by the Francis Iles's 1932 novel Before the Fact."
how green was my valley,1941,,https://upload.wikimedia.org/wikipedia/commons/9/99/How_Green_Was_My_Valley_%281941_poster_-_Style_A%29.jpg,"How Green Was My Valley is a 1941 American drama film directed by John Ford, adapted by Philip Dunne from the 1939 novel of the same title by Richard Llewellyn. It stars Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp, and a young Roddy McDowall."
mrs miniver,1942,,https://upload.wikimedia.org/wikipedia/commons/4/47/Mrs._Miniver_%281942_poster_-_Style_C%29.jpg,"Mrs. Miniver is a 1942 American romantic war drama film directed by William Wyler, and starring Greer Garson and Walter Pidgeon. Inspired by the 1940 novel Mrs. Miniver by Jan Struther, it shows how the life of an unassuming British housewife in rural England is affected by World War II. Produced and distributed by Metro-Goldwyn-Mayer, its supporting cast includes Teresa Wright, May Whitty, Reginald Owen, Henry Travers, Richard Ney and Henry Wilcoxon."
pride of the yankees,1942,,https://upload.wikimedia.org/wikipedia/en/b/b9/The_Pride_Of_The_Yankees_1942.jpg,"The Pride of the Yankees is a 1942 American sports drama film produced by Samuel Goldwyn, directed by Sam Wood, and starring Gary Cooper, Teresa Wright, and Walter Brennan. It is a tribute to the legendary New York Yankees first baseman Lou Gehrig, who died a year before its release, at age 37, from amyotrophic lateral sclerosis (ALS), which later became known to the lay public as ""Lou Gehrig's disease""."
yankee doodle dandy,1942,,https://upload.wikimedia.org/wikipedia/commons/9/92/Yankee_Doodle_Dandy_%281942_poster%29.jpg,"Yankee Doodle Dandy is a 1942 American biographical musical drama film about George M. Cohan. It stars James Cagney, Joan Leslie, Walter Huston, and Richard Whorf, and features Irene Manning, George Tobias, Rosemary DeCamp, Jeanne Cagney, and Vera Lewis. Joan Leslie's singing voice was partially dubbed by Sally Sweetland."
"now, voyager",1942,,https://upload.wikimedia.org/wikipedia/commons/2/24/Now%2C_Voyager_%281942_poster%29.jpg,"Now, Voyager is a 1942 American drama film starring Bette Davis, Paul Henreid, and Claude Rains, and directed by Irving Rapper. The screenplay by Casey Robinson is based on the 1941 novel of the same name by Olive Higgins Prouty. Prouty borrowed her title from the Walt Whitman poem ""The Untold Want,"" which reads in its entirety,The untold want by life and land ne'er granted, Now, voyager, sail thou forth, to seek and find."
the ox-bow incident,1943,,https://upload.wikimedia.org/wikipedia/commons/d/d8/The_Ox-Bow_Incident_%281942_poster%29.jpg,"The Ox-Bow Incident is a 1943 American Western film directed by William A. Wellman, starring Henry Fonda, Dana Andrews and Mary Beth Hughes, with Anthony Quinn, William Eythe, Harry Morgan and Jane Darwell."
double indemnity,1944,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Double_Indemnity_%281944_poster%29.jpg,"Double Indemnity is a 1944 American film noir directed by Billy Wilder and produced by Buddy DeSylva and Joseph Sistrom. Wilder and Raymond Chandler adapted the screenplay from James M. Cain's novel of the same name, which ran as an eight-part serial in Liberty magazine in 1936."
arsenic and old lace,1944,,https://upload.wikimedia.org/wikipedia/en/5/5a/Arsenic_And_Old_Lace_Poster.jpg,"Arsenic and Old Lace is a 1944 American screwball black comedy crime film directed by Frank Capra and starring Cary Grant. The screenplay by Julius J. Epstein and Philip G. Epstein is based on Joseph Kesselring's 1941 play of the same name. The contract with the play's producers stipulated that the film would not be released until the Broadway run ended. The original planned release date was September 30, 1942. The play was hugely successful, running for three and a half years, so the film was not released until 1944."
laura,1944,,https://upload.wikimedia.org/wikipedia/commons/3/30/Laura_%281944_film_poster%29.jpg,"Laura is a 1944 American film noir produced and directed by Otto Preminger. It stars Gene Tierney and Dana Andrews, along with Clifton Webb, Vincent Price, and Judith Anderson."
